,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
47995,9826847,11678785,12000,12000,12000.0, 36 months,12.85,403.47,B,B4,Meteorologist,10+ years,MORTGAGE,120000.0,Not Verified,Dec-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9826847,,home_improvement,Roof project,322xx,FL,12.21,1.0,Jan-96,2.0,4.0,,9.0,0.0,6433,48.4,28.0,w,4520.48,4520.48,9683.28,9683.28,7479.52,2203.76,0.0,0.0,0.0,Jan-16,403.47,Feb-16,Jan-16,0.0,29.0,1,INDIVIDUAL,,,,0.0,0.0,328827.0,,,,,,,,,,,,13300.0,,,
11058,821640,1030008,4800,4800,4800.0, 36 months,5.42,144.77,A,A1,Volt Workforce,1 year,RENT,45000.0,Not Verified,Jul-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=821640,,credit_card,Credit Card Refi,440xx,OH,10.24,0.0,Apr-96,1.0,,,6.0,0.0,1608,13.1,37.0,f,0.0,0.0,5210.290749,5210.29,4800.0,410.29,0.0,0.0,0.0,Aug-14,157.74,,Aug-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
330564,23843552,26216475,7500,7500,7500.0, 36 months,14.99,259.96,C,C5,Coordinator,10+ years,RENT,26000.0,Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=23843552,,debt_consolidation,Debt consolidation,112xx,NY,7.05,1.0,Apr-90,2.0,17.0,,4.0,0.0,3807,92.9,8.0,f,4372.45,4372.45,4419.32,4419.32,3127.55,1291.77,0.0,0.0,0.0,Jan-16,259.96,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,6000.0,,,,,,,,,,,,4100.0,,,
156880,3696297,4668697,4000,4000,4000.0, 36 months,14.33,137.36,C,C1,Hyatt Regency New Orleans,2 years,RENT,42000.0,Not Verified,Mar-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3696297,,credit_card,Credit Card Refinance,701xx,LA,22.31,0.0,Aug-06,0.0,,,8.0,0.0,5023,51.3,11.0,f,271.91,271.91,4666.83,4666.83,3728.09,938.74,0.0,0.0,0.0,Jan-16,137.36,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,28224.0,,,,,,,,,,,,9800.0,,,
90831,7104461,8765988,24375,24375,24325.0, 60 months,14.33,571.35,C,C2,amcor flexibles,10+ years,MORTGAGE,55000.0,Verified,Sep-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7104461,  Borrower added on 09/10/13 > pay of credit cards<br>,debt_consolidation,lending club loan,531xx,WI,23.91,0.0,May-02,0.0,,,13.0,0.0,35356,65.1,42.0,f,0.0,0.0,30406.4148,30344.04,24375.0,6031.41,0.0,0.0,0.0,Sep-15,17273.61,,Oct-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,178648.0,,,,,,,,,,,,54300.0,,,
360647,19907732,18454441,5800,5800,5800.0, 36 months,12.49,194.01,B,B5,cook,2 years,RENT,35000.0,Source Verified,Jul-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19907732,,debt_consolidation,Debt consolidation,078xx,NJ,4.29,0.0,Nov-01,0.0,,,8.0,0.0,2613,26.7,18.0,f,0.0,0.0,582.03,582.03,405.11,176.92,0.0,0.0,0.0,Oct-14,194.01,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,310.0,2613.0,,,,,,,,,,,,9800.0,,,
293219,29284300,31827520,6400,6400,6400.0, 36 months,15.61,223.78,D,D1,Assistant Facility Manager,2 years,RENT,47000.0,Not Verified,Oct-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=29284300,,credit_card,Credit card refinancing,197xx,DE,16.16,0.0,Mar-06,1.0,37.0,,13.0,0.0,4166,38.6,20.0,f,3452.36,3452.36,3956.7,3956.7,2947.64,1009.06,0.0,0.0,0.0,Jan-16,223.78,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,26112.0,,,,,,,,,,,,10800.0,,,
231935,37710289,40483019,12000,12000,12000.0, 60 months,14.31,281.16,C,C4,Software Engineer,10+ years,MORTGAGE,92000.0,Not Verified,Dec-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37710289,,debt_consolidation,Debt consolidation,460xx,IN,19.24,3.0,Jun-85,1.0,4.0,,18.0,0.0,63106,55.8,39.0,w,6312.84,6312.84,7373.68,7373.68,5687.16,1686.52,0.0,0.0,0.0,Jan-16,2300.0,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,117731.0,,,,,,,,,,,,93900.0,,,
84573,7505338,9167453,33425,33425,33425.0, 60 months,17.76,844.42,D,D1,accountant,10+ years,MORTGAGE,75000.0,Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7505338,,house,house,300xx,GA,19.18,0.0,Mar-02,0.0,,,14.0,0.0,33126,64.6,31.0,f,21920.5,21920.5,22798.42,22798.42,11504.5,11293.92,0.0,0.0,0.0,Jan-16,844.42,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,161408.0,,,,,,,,,,,,51300.0,,,
31481,495659,634922,16000,16000,15900.0, 36 months,13.85,545.67,C,C4,Gables Residential Inc.,10+ years,RENT,51000.0,Not Verified,Mar-10,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=495659,  Borrower added on 03/16/10 > I hope to pay down as many balances as I can with the funds <br/>received and hope to never be in this position again.<br/> Borrower added on 03/17/10 > I plan to pay down as many balances as I can with any<br/>funds received. <br/>I think I am a good borrower as I've never been delinquent on <br/>any of my accounts.<br/>The money I save will more than cover my loan payment<br/>I am a very stable person employment wise as I've had 2 jobs <br/>in the last 35 years and 3 my whole life. 14 yrs. in my current<br/>position.  Thank you for your help.<br/>,credit_card,Card Refy for a better life,921xx,CA,14.92,0.0,Jun-96,0.0,,,15.0,0.0,21242,82.3,19.0,f,0.0,0.0,19639.01,19516.23,16000.0,3639.01,0.0,0.0,0.0,Apr-13,574.03,,Mar-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
56771,9077681,10889628,1200,1200,1200.0, 36 months,8.9,38.11,A,A5,Deputy Sheriff Lieutenant,10+ years,MORTGAGE,72000.0,Source Verified,Dec-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9077681,,debt_consolidation,Special Purchase,301xx,GA,14.77,0.0,Nov-98,1.0,,,10.0,0.0,2958,47.0,19.0,f,0.0,0.0,1315.406951,1315.41,1200.0,115.41,0.0,0.0,0.0,Apr-15,744.12,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,202213.0,,,,,,,,,,,,6300.0,,,
11553,806073,1012230,6000,4525,4525.0, 36 months,7.49,140.74,A,A4,Lemo Usa,5 years,RENT,26000.0,Not Verified,Jul-11,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=806073,,small_business,Small Business Loan,954xx,CA,19.06,0.0,Dec-05,3.0,35.0,,13.0,0.0,1527,7.8,25.0,f,0.0,0.0,4975.37,4975.37,4525.0,450.37,0.0,0.0,0.0,Jan-14,59.03,,Dec-13,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
426953,12826277,14848399,19750,19750,19750.0, 36 months,14.64,681.17,C,C3,Associate,1 year,RENT,55000.0,Verified,Mar-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12826277,,small_business,Business,331xx,FL,5.24,0.0,Mar-04,1.0,55.0,,3.0,0.0,7931,62.9,8.0,w,0.0,0.0,22157.86,22157.86,19750.0,2407.86,0.0,0.0,0.0,Mar-15,7642.62,,Apr-15,0.0,55.0,1,INDIVIDUAL,,,,0.0,164.0,7931.0,,,,,,,,,,,,12600.0,,,
431967,12489027,14501167,10000,10000,10000.0, 36 months,7.62,311.62,A,A3,Maintenance,10+ years,RENT,75000.0,Verified,Mar-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12489027,,debt_consolidation,Debt consolidation,317xx,GA,20.72,0.0,Nov-01,0.0,,,9.0,0.0,5558,16.4,33.0,w,4444.92,4444.92,6544.02,6544.02,5555.08,988.94,0.0,0.0,0.0,Jan-16,311.62,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,47310.0,,,,,,,,,,,,33800.0,,,
199041,1521336,1784511,3500,3500,3500.0, 36 months,11.14,114.82,B,B2,,,RENT,43944.0,Not Verified,Sep-12,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1521336,"  Borrower added on 09/05/12 > Moving to Houston, Texas.<br>",moving,Moving Loan,972xx,OR,14.12,0.0,Dec-03,1.0,28.0,,6.0,0.0,1340,14.0,26.0,f,0.0,0.0,750.85,750.85,419.28,154.72,0.0,176.85,1.69,Feb-13,114.82,,Jul-13,0.0,28.0,1,INDIVIDUAL,,,,0.0,0.0,13751.0,,,,,,,,,,,,9600.0,,,
161506,3455153,4318757,4000,4000,4000.0, 36 months,22.47,153.74,E,E5,gold coast design inc,10+ years,RENT,15000.0,Verified,Mar-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3455153,,debt_consolidation,Debt consolidation,921xx,CA,13.04,0.0,Jan-07,1.0,,,4.0,0.0,5153,88.8,6.0,f,0.0,0.0,1990.44,1990.44,857.7,678.7,0.0,454.04,4.5404,Jan-14,153.74,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,0.0,5153.0,,,,,,,,,,,,5800.0,,,
382764,17283069,19415606,4600,4600,4600.0, 36 months,13.35,155.77,C,C2,Firefighter,9 years,MORTGAGE,89000.0,Not Verified,May-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17283069,,debt_consolidation,Debt consolidation,936xx,CA,15.84,0.0,Aug-92,4.0,,,9.0,0.0,2032,85.0,16.0,w,0.0,0.0,5057.81,5057.81,4600.0,457.81,0.0,0.0,0.0,Mar-15,3655.88,,Dec-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,344921.0,,,,,,,,,,,,2400.0,,,
321636,24625394,27058346,14800,14800,14800.0, 60 months,19.52,388.17,E,E2,Patient Sevice Associate,10+ years,RENT,37000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=24625394,,debt_consolidation,Debt consolidation,492xx,MI,36.01,0.0,Feb-85,0.0,35.0,,13.0,0.0,16446,50.9,36.0,f,12130.41,12130.41,6210.72,6210.72,2669.59,3541.13,0.0,0.0,0.0,Dec-15,388.17,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,50331.0,,,,,,,,,,,,32300.0,,,
404569,12975575,15007777,5500,5500,5500.0, 36 months,14.64,189.7,C,C3,machine operator,10+ years,RENT,31000.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12975575,,debt_consolidation,Debt consolidation,968xx,HI,26.29,0.0,Dec-03,0.0,,44.0,7.0,1.0,266,6.6,13.0,f,0.0,0.0,6071.45,6071.45,5500.0,571.45,0.0,0.0,0.0,Jan-15,4553.85,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,216.0,37481.0,,,,,,,,,,,,4000.0,,,
396060,15750156,17842593,3850,3850,3850.0, 36 months,20.49,144.05,E,E2,Senior Business Analyst,3 years,RENT,79200.0,Not Verified,May-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15750156,,moving,Moving and relocation,070xx,NJ,1.03,0.0,Sep-91,1.0,35.0,,5.0,0.0,2182,14.1,12.0,f,0.0,0.0,1872.65,1872.65,1129.16,743.49,0.0,0.0,0.0,Jun-15,144.05,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,2182.0,,,,,,,,,,,,15500.0,,,
114813,6265432,7777556,12000,12000,12000.0, 60 months,22.7,336.23,E,E5,La Jolla Group,7 years,MORTGAGE,54500.0,Verified,Jul-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6265432,,home_improvement,home fix,920xx,CA,18.94,0.0,Oct-00,2.0,63.0,,11.0,0.0,15621,54.8,35.0,f,0.0,0.0,12895.89,12895.89,12000.0,895.89,0.0,0.0,0.0,Nov-13,11888.32,,Nov-13,0.0,,1,INDIVIDUAL,,,,0.0,0.0,233254.0,,,,,,,,,,,,28500.0,,,
406482,14519352,16581644,7200,7200,7200.0, 36 months,7.62,224.37,A,A3,Insurance Broker,2 years,RENT,76500.0,Source Verified,Apr-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14519352,,credit_card,Credit card refinancing,024xx,MA,8.22,0.0,Oct-04,0.0,,,9.0,0.0,8790,56.0,17.0,f,0.0,0.0,7598.23,7598.23,7200.0,398.23,0.0,0.0,0.0,Jan-15,5803.27,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,42931.0,,,,,,,,,,,,15700.0,,,
144707,4536057,5778296,9450,9450,9450.0, 36 months,16.29,333.59,C,C4,Myrtle Grove Animal Hospital,3 years,RENT,36000.0,Source Verified,May-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4536057,,debt_consolidation,Debt consolidation,284xx,NC,18.23,0.0,Feb-03,2.0,46.0,,9.0,0.0,5796,47.1,16.0,f,0.0,0.0,9826.56,9826.56,9450.0,376.56,0.0,0.0,0.0,Aug-13,9160.4,,Aug-13,0.0,46.0,1,INDIVIDUAL,,,,0.0,0.0,101404.0,,,,,,,,,,,,12300.0,,,
164970,3291869,4064897,24000,24000,24000.0, 36 months,7.9,750.97,A,A4,Huntington memorial hospital,6 years,RENT,85000.0,Not Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3291869,"  Borrower added on 02/06/13 > After completing our degrees and my additional certifications pertaining to my job, we would love nothing more then to be debt free in a specified period of time so we may begin to save money to purchase our first home. We look forward to this next chapter in our lives<br>",debt_consolidation,Debt,910xx,CA,14.5,0.0,Feb-02,1.0,,,14.0,0.0,19752,64.8,24.0,f,0.0,0.0,26641.45214,26641.45,24000.0,2641.45,0.0,0.0,0.0,Jan-15,10124.79,,Feb-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,84817.0,,,,,,,,,,,,30500.0,,,
216967,1291126,1535675,15000,15000,15000.0, 36 months,17.99,542.22,D,D2,"Hall & Evans, LLC",7 years,MORTGAGE,63000.0,Not Verified,May-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1291126,  Borrower added on 05/10/12 > I would like to consolidating credit card debt into one monthly payment.<br>,debt_consolidation,Consolidation,801xx,CO,17.2,5.0,Sep-82,1.0,17.0,,12.0,0.0,11243,91.4,33.0,f,0.0,0.0,19512.39986,19512.4,15000.0,4512.4,0.0,0.0,0.0,May-15,556.96,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
193965,1580325,1849538,2000,2000,2000.0, 36 months,8.9,63.51,A,A5,,,RENT,47268.0,Not Verified,Oct-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1580325,,other,Reserve,640xx,MO,8.0,0.0,Aug-84,4.0,,,4.0,0.0,212,2.1,5.0,f,0.0,0.0,2268.093569,2268.09,2000.0,268.09,0.0,0.0,0.0,Jan-15,620.19,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,16312.0,,,,,,,,,,,,10000.0,,,
181131,2308713,2741176,24800,24800,24800.0, 36 months,14.33,851.59,C,C1,Texas Dept of State Health Services,10+ years,MORTGAGE,69000.0,Not Verified,Dec-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2308713,,debt_consolidation,Debt consolidation,787xx,TX,20.43,1.0,Nov-95,0.0,9.0,,11.0,0.0,13941,79.7,21.0,f,0.0,0.0,30556.0801,30556.08,24800.0,5756.08,0.0,0.0,0.0,Aug-15,4180.31,,Jan-16,0.0,17.0,1,INDIVIDUAL,,,,0.0,0.0,41840.0,,,,,,,,,,,,17500.0,,,
164014,3366471,4218937,20000,20000,19975.0, 36 months,11.14,656.11,B,B2,International Paper,10+ years,MORTGAGE,68000.0,Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3366471,,debt_consolidation,Consol,325xx,FL,7.16,0.0,Dec-94,0.0,,,9.0,0.0,19866,51.2,31.0,f,0.0,0.0,21931.76,21904.34,20000.0,1931.76,0.0,0.0,0.0,Feb-14,14715.41,,Jan-15,0.0,,1,INDIVIDUAL,,,,0.0,0.0,141589.0,,,,,,,,,,,,38800.0,,,
159661,3625897,4578123,28000,28000,28000.0, 60 months,17.27,699.95,C,C5,Benson Industries LLC,10+ years,RENT,104500.0,Verified,Mar-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3625897,"  Borrower added on 02/27/13 > Want to pay off credit card debt due to unplanned medical expenses for myself and my parents &amp; close card accounts.  I have been at the same job 11+ years, steady raises/promotions, business is good, no plans to go elsewhere.  I auto-pay everything so no chance of forgetting a payment.<br>",credit_card,Consolidate & Save,905xx,CA,24.05,1.0,Jan-96,0.0,10.0,,5.0,0.0,30076,92.5,28.0,w,0.0,0.0,38004.64,38004.64,28000.0,10004.64,0.0,0.0,0.0,Aug-15,18406.04,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,101820.0,,,,,,,,,,,,32500.0,,,
227556,1107561,1343966,12000,12000,12000.0, 36 months,7.9,375.49,A,A4,united state postle service,10+ years,RENT,66000.0,Verified,Feb-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1107561,,credit_card,stress relieve,331xx,FL,18.62,0.0,Aug-00,0.0,,,8.0,0.0,7937,67.3,15.0,f,0.0,0.0,13428.20958,13428.21,12000.0,1428.21,0.0,0.0,0.0,Jun-14,3304.14,,Jun-14,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
337819,22452820,24775626,9000,9000,9000.0, 36 months,14.99,311.95,C,C5,General Manager,1 year,RENT,50000.0,Not Verified,Jul-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22452820,,debt_consolidation,Debt consolidation,920xx,CA,13.51,0.0,Nov-01,0.0,69.0,37.0,8.0,3.0,8918,77.0,15.0,w,0.0,0.0,10377.66,10377.66,9000.0,1377.66,0.0,0.0,0.0,Oct-15,6322.31,,Jan-16,0.0,105.0,1,INDIVIDUAL,,,,0.0,0.0,22076.0,,,,,,,,,,,,11650.0,,,
223918,1181270,1422842,6500,6500,6500.0, 36 months,6.62,199.58,A,A2,,5 years,MORTGAGE,52000.0,Source Verified,Mar-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1181270,  Borrower added on 03/07/12 > Loan to be used to fence our property.<br><br>  Borrower added on 03/08/12 > Our bills are always paid on time. We do not have any vehicle payments. Our last vehicle debt was just paid off early.<br>,home_improvement,Fence Loan,923xx,CA,8.79,0.0,Jan-04,1.0,,,7.0,0.0,1184,9.9,20.0,f,0.0,0.0,7098.139003,7098.14,6500.0,598.14,0.0,0.0,0.0,Mar-14,2529.65,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
273183,32158332,34771506,32000,32000,32000.0, 60 months,24.99,939.06,F,F4,President CEO,< 1 year,MORTGAGE,110000.0,Source Verified,Oct-14,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=32158332,,home_improvement,Home improvement,334xx,FL,20.71,0.0,Aug-05,1.0,,,8.0,0.0,22862,38.4,25.0,w,0.0,0.0,5635.87,5635.87,1421.28,4167.64,46.95,0.0,0.0,May-15,985.0,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,204426.0,,,,,,,,,,,,59600.0,,,
459303,9836325,11688322,27050,27050,27050.0, 60 months,24.08,779.44,F,F2,Service Administrator,9 years,OWN,65000.0,Verified,Jan-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9836325,  Borrower added on 01/13/14 > I am looking to consolidate my credit cards into one payment<br>,debt_consolidation,Debt consolidation,193xx,PA,32.16,0.0,Feb-96,3.0,,,11.0,0.0,31867,73.6,18.0,f,19845.22,19845.22,18706.53,18706.53,7204.78,11501.75,0.0,0.0,0.0,Jan-16,779.44,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,65651.0,,,,,,,,,,,,43300.0,,,
153430,3926789,5019337,28000,28000,28000.0, 36 months,8.9,889.09,A,A5,Transtech ,< 1 year,MORTGAGE,210000.0,Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3926789,  Borrower added on 03/24/13 > Had two daughters attend Indiana University and had to borrow against higher credit cards.  Would love to pay less interest and more principal..  I have excellent credit history and have not had problems paying my bills.  Look forward paying actual people a higher return than Chase ;)<br>,debt_consolidation,Debt consolidation,601xx,IL,18.37,0.0,Jul-84,3.0,,,26.0,0.0,233769,43.9,50.0,w,0.0,0.0,29327.07,29327.07,25361.59,3965.48,0.0,0.0,0.0,Jan-16,3528.33,,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,661478.0,,,,,,,,,,,,395700.0,,,
119553,5939868,7412277,10000,10000,10000.0, 36 months,14.33,343.39,C,C2,Isle School District #473,5 years,MORTGAGE,30688.0,Not Verified,Jul-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5939868,,debt_consolidation,Debt consolidation,563xx,MN,13.92,1.0,Apr-95,0.0,16.0,,5.0,0.0,9196,92.0,24.0,w,1976.53,1976.53,10301.7,10301.7,8023.47,2278.23,0.0,0.0,0.0,Jan-16,343.39,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,9196.0,,,,,,,,,,,,10000.0,,,
316356,25757334,28210280,14000,14000,14000.0, 60 months,18.24,357.34,D,D5,Registered Nurse,3 years,RENT,45000.0,Source Verified,Aug-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25757334,,debt_consolidation,Debt consolidation,471xx,IN,38.83,0.0,Aug-07,0.0,,,24.0,0.0,15698,71.4,32.0,w,11404.06,11404.06,5717.44,5717.44,2595.94,3121.5,0.0,0.0,0.0,Dec-15,357.34,Jan-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,94191.0,,,,,,,,,,,,22000.0,,,
356882,20119820,22382404,13000,13000,13000.0, 36 months,10.15,420.39,B,B2,School Counselor,1 year,MORTGAGE,40372.0,Not Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20119820,,debt_consolidation,Debt consolidation,731xx,OK,21.14,0.0,Dec-04,0.0,66.0,,15.0,0.0,12378,78.8,24.0,w,6991.78,6991.78,7567.02,7567.02,6008.22,1558.8,0.0,0.0,0.0,Jan-16,420.39,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,166036.0,,,,,,,,,,,,15700.0,,,
395227,15750593,17843029,23125,23125,23125.0, 36 months,15.31,805.16,C,C4,Nurse,9 years,RENT,58000.0,Source Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15750593,,debt_consolidation,Debt consolidation,072xx,NJ,23.65,1.0,May-02,2.0,19.0,,19.0,0.0,23276,54.2,39.0,w,12235.0,12235.0,15298.04,15298.04,10890.0,4408.04,0.0,0.0,0.0,Dec-15,805.16,Jan-16,Jan-16,0.0,19.0,1,INDIVIDUAL,,,,0.0,0.0,33487.0,,,,,,,,,,,,41300.0,,,
389412,15771981,17864434,12000,12000,12000.0, 36 months,11.67,396.69,B,B4,President,9 years,MORTGAGE,107300.0,Not Verified,May-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15771981,,credit_card,Credit card refinancing,605xx,IL,11.27,1.0,Sep-76,1.0,22.0,,12.0,0.0,19492,73.3,35.0,f,5856.11,5856.11,7933.8,7933.8,6143.89,1789.91,0.0,0.0,0.0,Jan-16,396.69,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,231150.0,,,,,,,,,,,,26600.0,,,
113682,6190592,7662730,21725,21725,21725.0, 60 months,21.6,595.1,E,E3,Duke Energy,10+ years,MORTGAGE,85000.0,Verified,Jul-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6190592,,debt_consolidation,consolidation,344xx,FL,11.01,0.0,Jan-00,0.0,55.0,,8.0,0.0,12086,86.3,18.0,f,0.0,0.0,11592.52,11592.52,3478.1,5448.19,0.0,2666.23,479.9214,Nov-14,595.1,,Mar-15,0.0,55.0,1,INDIVIDUAL,,,,0.0,0.0,29478.0,,,,,,,,,,,,14000.0,,,
441637,11974769,13966922,20000,20000,19975.0, 36 months,14.16,685.11,C,C2,Mechanic,7 years,OWN,55000.0,Verified,Feb-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11974769,  Borrower added on 02/17/14 > Debt Free<br>,debt_consolidation,Debt consolidation,294xx,SC,31.03,0.0,Oct-98,2.0,,49.0,20.0,1.0,35118,59.9,41.0,f,8793.46,8782.47,15072.42,15053.58,11206.54,3865.88,0.0,0.0,0.0,Dec-15,685.11,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,45590.0,,,,,,,,,,,,58600.0,,,
74778,7915201,9637313,7575,7575,7575.0, 36 months,11.99,251.57,B,B3,,,RENT,28000.0,Verified,Oct-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7915201,  Borrower added on 10/16/13 > Pay off credit cards and partial payment to hospital for surgery done during the summer.<br>,debt_consolidation,Debt consolidation,323xx,FL,27.34,0.0,Oct-93,0.0,36.0,,10.0,0.0,8438,81.1,16.0,w,2382.5,2382.5,6540.82,6540.82,5192.5,1348.32,0.0,0.0,0.0,Dec-15,251.57,Feb-16,Jan-16,0.0,36.0,1,INDIVIDUAL,,,,0.0,0.0,13739.0,,,,,,,,,,,,10400.0,,,
343581,21280924,23583759,20000,20000,20000.0, 60 months,20.2,532.11,E,E3,Teacher,1 year,MORTGAGE,56000.0,Source Verified,Jul-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21280924,,credit_card,Credit card refinancing,925xx,CA,18.45,0.0,Aug-90,1.0,76.0,,6.0,0.0,7687,102.5,16.0,f,16190.05,16190.05,9115.23,9115.23,3809.95,5305.28,0.0,0.0,0.0,Jan-16,532.11,Feb-16,Jan-16,0.0,,1,INDIVIDUAL,,,,0.0,0.0,231689.0,,,,,,,,,,,,7500.0,,,
